CustomerID,ReportedFraud,KNN
Cust16296,0,0.982
Cust20752,0,0.974
Cust17572,0,0.976
Cust30190,0,0.9960000000000001
Cust29576,0,0.9800000000000001
Cust29941,0,0.9800000000000001
Cust28547,0,0.974
Cust19744,0,0.966
Cust5182,1,0.9460000000000001
Cust29296,0,0.974
Cust10934,0,0.9400000000000001
Cust1297,0,0.876
Cust8070,1,0.9399999999999998
Cust28162,0,0.942
Cust23232,0,0.986
Cust30396,0,0.942
Cust29634,0,0.944
Cust21794,0,0.9219999999999999
Cust22365,1,0.9019999999999999
Cust39279,0,0.9299999999999999
Cust20441,0,0.968
Cust23342,0,0.9960000000000001
Cust28634,0,0.9880000000000001
Cust13005,0,0.944
Cust27191,0,0.9640000000000001
Cust36498,0,0.9620000000000001
Cust11431,0,0.992
Cust35231,0,0.9799999999999999
Cust31318,0,0.842
Cust19618,0,0.954
Cust1615,0,0.984
Cust31815,0,0.97
Cust10161,0,0.968
Cust28784,0,0.916
Cust31428,0,0.95
Cust20105,0,0.9279999999999999
Cust19413,0,0.974
Cust28146,0,0.97
Cust26599,0,0.966
Cust28122,0,0.96
Cust20149,0,0.966
Cust9974,0,0.8960000000000001
Cust34993,0,0.9540000000000001
Cust32005,0,0.892
Cust5946,1,0.914
Cust11287,0,0.9800000000000001
Cust2836,1,0.994
Cust7512,1,0.9119999999999999
Cust28297,0,0.9739999999999999
Cust15949,0,0.8859999999999999
Cust3802,1,0.9480000000000001
Cust29548,0,0.9780000000000001
Cust15001,0,0.96
Cust12799,0,0.952
Cust22699,1,0.93
Cust1980,1,0.976
Cust16916,0,0.9339999999999999
Cust29982,0,0.958
Cust38880,0,0.978
Cust8664,0,0.892
Cust24820,0,0.9719999999999999
Cust38282,0,0.868
Cust21184,0,0.944
Cust16235,0,0.892
Cust1520,0,0.932
Cust5997,1,0.9299999999999999
Cust17316,0,0.976
Cust9104,0,0.954
Cust30138,0,0.9560000000000001
Cust14127,0,0.8879999999999999
Cust12005,0,0.986
Cust13793,0,0.9480000000000001
Cust34308,0,0.914
Cust21118,0,0.9480000000000001
Cust27302,0,0.93
Cust34877,0,0.908
Cust4711,1,0.968
Cust23648,0,0.9480000000000001
Cust21807,0,0.916
Cust4162,1,0.9359999999999999
Cust8157,0,0.998
Cust39171,0,0.95
Cust34297,0,0.9019999999999999
Cust22934,0,0.9480000000000001
Cust10038,0,0.9119999999999999
Cust11461,0,0.978
Cust19026,0,0.9600000000000002
Cust6508,1,0.9640000000000001
Cust2198,1,0.9099999999999999
Cust29771,0,0.984
Cust16479,0,0.8700000000000001
Cust30920,0,0.942
Cust30412,0,0.8879999999999999
Cust1139,0,0.9420000000000002
Cust17696,0,0.968
Cust20978,0,0.968
Cust38306,0,0.952
Cust13328,0,0.9540000000000001
Cust11482,0,0.9460000000000001
Cust22587,1,0.8879999999999999
Cust4717,1,0.86
Cust10280,0,0.868
Cust34016,0,0.8859999999999999
Cust32826,0,0.9720000000000001
Cust35876,0,0.974
Cust34406,0,0.9880000000000001
Cust28283,0,0.96
Cust31204,0,0.9899999999999999
Cust23164,0,0.89
Cust32647,0,0.9059999999999999
Cust38412,0,0.99
Cust3985,1,0.946
Cust37742,0,0.97
Cust16380,0,0.9179999999999999
Cust32413,0,0.9040000000000001
Cust1641,0,0.9720000000000001
Cust16856,0,0.924
Cust12254,0,0.944
Cust22971,0,0.9720000000000001
Cust9442,1,0.952
Cust29062,0,0.866
Cust18872,1,0.952
Cust37738,0,0.95
Cust15741,0,0.9200000000000002
Cust29802,0,0.922
Cust38013,0,0.9359999999999999
Cust23066,0,0.958
Cust28057,0,0.986
Cust33388,0,0.97
Cust34325,0,0.9480000000000001
Cust15525,0,0.9359999999999999
Cust5252,1,0.8880000000000001
Cust14732,0,0.9019999999999999
Cust39416,0,0.9559999999999998
Cust27321,0,0.9479999999999998
Cust13628,0,0.9480000000000001
Cust2803,1,0.958
Cust23859,0,0.924
Cust19836,0,0.97
Cust26268,0,0.9179999999999999
Cust29679,0,0.968
Cust34634,0,0.882
Cust10978,0,0.978
Cust11640,0,0.944
Cust19611,0,0.9339999999999999
Cust30437,0,0.9279999999999999
Cust8178,0,0.9739999999999999
Cust20756,0,0.8720000000000001
Cust10313,0,0.9899999999999999
Cust11722,0,0.952
Cust13126,0,0.9019999999999999
Cust35892,0,0.8620000000000001
Cust18385,1,0.9199999999999999
Cust37882,0,0.9039999999999999
Cust5600,1,0.96
Cust37089,0,0.978
Cust28827,0,0.9380000000000001
Cust10793,0,0.968
Cust36444,0,0.9179999999999999
Cust31853,0,0.97
Cust5283,1,0.9179999999999999
Cust26286,0,0.944
Cust18798,1,0.9359999999999999
Cust26996,0,0.898
Cust1951,0,0.978
Cust5440,1,0.9200000000000002
Cust33317,0,0.946
Cust21444,0,0.9200000000000002
Cust31887,0,0.968
Cust18917,1,0.892
Cust13790,0,0.9179999999999999
Cust20236,0,0.9259999999999999
Cust32600,0,0.908
Cust7079,1,0.9019999999999999
Cust12768,0,0.952
Cust5615,1,0.916
Cust37342,0,0.9940000000000001
Cust29257,0,0.8919999999999998
Cust17599,0,0.978
Cust1817,0,0.96
Cust25075,0,0.9400000000000001
Cust27869,0,0.9219999999999999
Cust1154,0,0.9640000000000001
Cust18308,1,0.958
Cust39142,0,0.9560000000000001
Cust8581,0,0.968
Cust27045,0,0.89
Cust25969,0,0.95
Cust20857,0,0.9480000000000001
Cust16014,0,0.9620000000000001
Cust9946,0,0.9800000000000001
Cust30009,0,0.958
Cust3794,1,0.93
Cust31964,0,0.9879999999999999
Cust20751,0,0.9480000000000001
Cust26842,0,0.9480000000000001
Cust27099,0,0.944
Cust28507,0,0.9700000000000001
Cust34039,0,0.8840000000000001
Cust21589,0,0.93
Cust18958,1,0.9719999999999999
Cust33735,0,0.968
Cust15175,0,0.9540000000000001
Cust8765,0,0.9019999999999999
Cust24560,0,0.984
Cust9226,0,0.9479999999999998
Cust29531,0,0.938
Cust21767,0,0.9559999999999998
Cust38570,0,0.9259999999999999
Cust5458,0,0.836
Cust28268,0,0.978
Cust11409,0,0.9720000000000001
Cust33413,0,0.9960000000000001
Cust35361,0,0.9259999999999999
Cust20290,0,0.9880000000000001
Cust2141,1,0.9640000000000001
Cust9325,0,0.9280000000000002
Cust8249,0,0.976
Cust28213,0,0.9179999999999999
Cust27028,0,0.9640000000000001
Cust32975,0,0.978
Cust33696,0,0.974
Cust16705,0,0.9359999999999999
Cust30693,0,0.9800000000000001
Cust24432,0,0.944
Cust16494,0,0.968
Cust21594,0,0.916
Cust2525,1,0.922
Cust15618,0,0.85
Cust3850,1,0.982
Cust11645,0,0.944
Cust10587,0,0.984
Cust32051,0,0.976
Cust23181,0,0.96
Cust8299,0,0.9239999999999998
Cust12562,0,0.9179999999999999
Cust4140,1,0.908
Cust25127,0,0.96
Cust13860,0,0.9199999999999999
Cust37818,0,0.9179999999999999
Cust14575,0,0.978
Cust37112,0,0.9720000000000001
Cust21253,0,0.944
Cust17493,0,0.9520000000000002
Cust6819,1,0.9120000000000001
Cust26872,0,0.9399999999999998
Cust35898,0,0.9199999999999999
Cust29217,0,0.986
Cust34242,0,0.966
Cust31646,0,0.9960000000000001
Cust13082,0,0.992
Cust9120,0,0.9799999999999999
Cust5910,1,0.952
Cust8516,0,0.9640000000000001
Cust21322,0,0.9560000000000001
Cust26395,0,0.974
Cust10798,0,0.916
Cust27087,0,0.9760000000000002
Cust9535,0,0.9899999999999999
Cust14800,0,0.97
Cust18299,1,0.9620000000000001
Cust19757,0,0.962
Cust25255,0,0.966
Cust35474,0,0.982
Cust39290,0,0.966
Cust14955,0,0.954
Cust25172,0,0.958
Cust6059,1,0.9279999999999999
Cust21869,0,0.898
Cust16450,0,0.944
Cust39270,0,0.8800000000000001
Cust12379,0,0.9800000000000001
Cust15443,0,0.992
Cust1805,0,0.976
Cust26967,0,0.9199999999999999
Cust11209,0,0.946
Cust30027,0,0.968
Cust29856,0,0.984
Cust20597,0,0.9339999999999999
Cust8756,0,0.982
Cust1714,1,0.898
Cust23291,0,0.866
Cust30187,0,0.974
Cust27862,0,0.97
Cust23918,0,0.9800000000000001
Cust10015,0,0.976
Cust29060,0,0.9560000000000001
Cust34672,0,0.932
Cust8432,0,0.984
Cust9492,1,0.8939999999999999
Cust12330,0,0.952
Cust31688,0,0.908
Cust32644,0,0.9780000000000001
Cust9598,0,0.976
Cust2004,1,0.968
Cust18779,1,0.9540000000000001
Cust1868,0,0.984
Cust2157,1,0.9099999999999999
Cust19897,0,0.96
Cust32052,0,0.978
Cust11394,0,0.8320000000000001
Cust26060,0,0.976
Cust3737,1,0.9039999999999999
Cust16658,0,0.9359999999999999
Cust18053,1,0.9460000000000001
Cust36648,0,0.9800000000000001
Cust21078,0,0.916
Cust9075,0,0.9059999999999999
Cust32995,0,0.966
Cust18298,1,0.9640000000000001
Cust14698,0,0.942
Cust25311,0,0.9800000000000001
Cust21013,0,0.9179999999999999
Cust25316,0,0.9179999999999999
Cust35943,0,0.9339999999999999
Cust2746,1,0.976
Cust30998,0,0.9560000000000001
Cust29869,0,0.992
Cust31414,0,0.966
Cust38303,0,0.8620000000000001
Cust10682,0,0.9179999999999999
Cust37000,0,0.99
Cust23321,0,0.952
Cust23095,0,0.9540000000000001
Cust24002,0,0.954
Cust2325,1,0.9480000000000001
Cust4696,1,0.898
Cust25487,0,0.9059999999999999
Cust30856,0,0.962
Cust14446,0,0.97
Cust17483,0,0.86
Cust11618,0,0.9480000000000001
Cust32518,0,0.958
Cust32556,0,0.9480000000000001
Cust36156,0,0.9179999999999999
Cust4239,1,0.966
Cust30636,0,0.9760000000000002
Cust24903,0,0.9540000000000001
Cust33011,0,0.976
Cust6409,1,0.9359999999999999
Cust30539,0,0.9640000000000001
Cust38812,0,0.976
Cust24819,0,0.968
Cust1687,0,0.976
Cust9780,0,0.9020000000000001
Cust14089,0,0.9880000000000001
Cust22838,1,0.942
Cust8966,0,0.924
Cust28697,0,0.984
Cust36439,0,0.974
Cust26681,0,0.9720000000000001
Cust35486,0,0.9
Cust23786,0,0.9719999999999999
Cust17039,0,0.952
Cust23261,0,0.916
Cust10346,0,0.992
Cust33361,0,0.952
Cust29597,0,0.9719999999999999
Cust24648,0,0.966
Cust38800,0,0.9639999999999999
Cust13216,0,0.974
Cust6940,1,0.8700000000000001
Cust28231,0,0.932
Cust3026,1,0.898
Cust16503,0,0.916
Cust24483,0,0.954
Cust24018,0,0.9339999999999999
Cust19121,0,0.9480000000000001
Cust32083,0,0.984
Cust11107,0,0.966
Cust38771,0,0.9279999999999999
Cust15613,0,0.9640000000000001
Cust36558,0,0.9359999999999999
Cust27156,0,0.9899999999999999
Cust17122,0,0.9640000000000001
Cust4619,1,0.974
Cust9716,0,0.974
Cust33033,0,0.9279999999999999
Cust29349,0,0.992
Cust19554,0,0.982
Cust1815,0,0.9559999999999998
Cust33237,0,0.9099999999999999
Cust6851,1,0.9639999999999999
Cust22977,0,0.9120000000000001
Cust30620,0,0.992
Cust17296,0,0.952
Cust18812,1,0.9580000000000002
Cust17722,0,0.984
Cust39333,0,0.966
Cust13468,0,0.9960000000000001
Cust8784,0,0.976
Cust13214,0,0.946
Cust33602,0,0.976
Cust23889,0,0.986
Cust38999,0,0.984
Cust19747,0,0.954
Cust27384,0,0.922
Cust27899,0,0.97
Cust26636,0,0.976
Cust7588,1,0.8560000000000001
Cust25766,0,0.968
Cust1523,0,0.966
Cust37573,0,0.916
Cust19213,0,0.968
Cust31024,0,0.96
Cust39045,0,0.978
Cust35577,0,0.942
Cust17888,0,0.8860000000000001
Cust14565,0,0.9800000000000001
Cust15657,0,0.9179999999999999
Cust21901,0,0.942
Cust6100,1,0.93
Cust23576,0,0.858
Cust6229,1,0.8799999999999999
Cust7976,1,0.922
Cust36290,0,0.9219999999999999
Cust8040,1,0.9099999999999999
Cust30609,0,0.95
Cust39407,0,0.8959999999999999
Cust30504,0,0.9279999999999999
Cust32945,0,0.9960000000000001
Cust34380,0,0.9259999999999999
Cust35180,0,0.978
Cust15770,0,0.9800000000000001
Cust25460,0,0.9559999999999998
Cust8742,0,0.9620000000000001
Cust10574,0,0.998
Cust39354,0,0.992
Cust5919,1,0.952
Cust18828,1,0.8380000000000001
Cust20727,0,0.942
Cust15785,0,0.874
Cust6668,1,0.9099999999999999
Cust20483,0,0.8859999999999999
Cust10996,0,0.916
Cust14210,1,0.8979999999999999
Cust15688,0,0.968
Cust34057,0,0.866
Cust21190,0,0.908
Cust16858,0,0.9780000000000001
Cust32280,0,0.984
Cust27612,0,0.9120000000000001
Cust1436,0,0.984
Cust35154,0,0.982
Cust36578,0,0.96
Cust16223,0,0.9620000000000001
Cust5211,1,0.916
Cust39216,0,0.9960000000000001
Cust28733,0,0.8720000000000001
Cust3090,1,0.9019999999999999
Cust9411,1,0.9640000000000001
Cust5106,1,0.9099999999999999
Cust15724,0,0.9800000000000001
Cust26562,0,0.952
Cust13492,0,0.966
Cust20705,0,0.9259999999999998
Cust7578,1,0.924
Cust15768,0,0.9600000000000002
Cust12246,0,0.9960000000000001
Cust9644,0,0.982
Cust1073,0,0.99
Cust8372,0,0.958
Cust21687,0,0.95
Cust37218,0,0.982
Cust25181,0,0.9460000000000001
Cust37666,0,0.9339999999999999
Cust5134,1,0.9339999999999999
Cust31329,0,0.96
Cust1469,0,0.9039999999999999
Cust7598,1,0.932
Cust28030,0,0.9179999999999999
Cust30731,0,0.946
Cust21175,0,0.9219999999999999
Cust15790,0,0.9039999999999999
Cust7471,1,0.876
Cust11709,0,0.984
Cust28839,0,0.852
Cust23078,0,0.9640000000000001
Cust30423,0,0.8800000000000001
Cust19219,0,0.974
Cust33013,0,0.9540000000000001
Cust1875,0,0.9260000000000002
Cust9029,0,0.966
Cust25640,0,0.974
Cust25567,0,0.9600000000000002
Cust38020,0,0.9780000000000001
Cust30657,0,0.946
Cust26142,0,0.97
Cust4979,1,0.8960000000000001
Cust32344,0,0.9059999999999999
Cust12728,0,0.966
Cust14745,0,0.9639999999999999
Cust17523,0,0.9199999999999999
Cust21622,0,0.958
Cust31110,0,0.9640000000000001
Cust11225,0,0.952
Cust23169,0,0.982
Cust29622,0,0.9279999999999999
Cust12019,0,0.992
Cust22164,1,0.818
Cust23639,0,0.8640000000000001
Cust12861,0,0.932
Cust27592,0,0.954
Cust32475,0,0.984
Cust13758,0,0.952
Cust15827,0,0.994
Cust33300,0,0.966
Cust31071,0,0.9420000000000002
Cust10228,0,0.9480000000000001
Cust2431,1,0.8400000000000001
Cust1103,0,0.858
Cust36529,0,0.958
Cust11341,0,0.984
Cust28905,0,0.9960000000000001
Cust28003,0,0.924
Cust27166,0,0.9720000000000001
Cust11600,0,0.9279999999999999
Cust28961,0,0.9
Cust16234,0,0.9640000000000001
Cust33741,0,0.9640000000000001
Cust37454,0,0.944
Cust38478,0,0.96
Cust27351,0,0.976
Cust30485,0,0.962
Cust8996,0,0.9800000000000001
Cust15159,0,0.978
Cust14126,0,0.9120000000000001
Cust31955,0,0.9620000000000001
Cust30490,0,0.982
Cust4629,1,0.954
Cust29465,0,0.982
Cust22581,1,0.8480000000000001
Cust4325,1,0.9199999999999999
Cust1677,0,0.984
Cust19489,0,0.9339999999999999
Cust24664,0,0.9040000000000001
Cust30276,0,0.96
Cust35081,0,0.9480000000000001
Cust23951,0,0.95
Cust11526,0,0.944
Cust10132,0,0.942
Cust6352,1,0.9560000000000001
Cust8294,0,0.924
Cust26868,0,0.9880000000000001
Cust31088,0,0.96
Cust19432,0,0.952
Cust16975,0,0.97
Cust36542,0,0.9280000000000002
Cust38097,0,0.8879999999999999
Cust12006,0,0.974
Cust12679,0,0.96
Cust35738,0,0.9419999999999998
Cust39356,0,0.9639999999999999
Cust25011,0,0.99
Cust3336,1,0.836
Cust20210,0,0.9380000000000001
Cust25250,0,0.962
Cust10769,0,0.89
Cust13563,0,0.982
Cust27325,0,0.968
Cust12382,0,0.9200000000000002
Cust23203,0,0.96
Cust19715,0,0.976
Cust13344,0,0.9800000000000001
Cust5535,1,0.924
Cust26578,0,0.8939999999999999
Cust27648,0,0.9720000000000001
Cust29699,0,0.96
Cust9092,0,0.9480000000000001
Cust38140,0,0.9119999999999999
Cust4432,1,0.9100000000000001
Cust15784,0,0.86
Cust32043,0,0.968
Cust31780,0,0.9879999999999999
Cust3746,1,0.954
Cust30568,0,0.924
Cust32913,0,0.9640000000000001
Cust6801,1,0.908
Cust35619,0,0.976
Cust15748,0,0.992
Cust26525,0,0.97
Cust23985,0,0.9219999999999999
Cust2799,1,0.9460000000000001
Cust12585,0,0.9639999999999999
Cust36683,0,0.8560000000000001
Cust29104,0,0.96
Cust36513,0,0.9479999999999998
Cust10892,0,0.922
Cust35364,0,0.9179999999999999
Cust8170,0,0.974
Cust13348,0,0.984
Cust35181,0,0.8699999999999999
Cust17902,0,0.916
Cust30046,0,0.9480000000000001
Cust37897,0,0.9280000000000002
Cust34901,0,0.966
Cust28736,0,0.9179999999999999
Cust38979,0,0.9520000000000002
Cust35652,0,0.9960000000000001
Cust39099,0,0.942
Cust18373,1,0.914
Cust28799,0,0.962
Cust13275,0,0.966
Cust14281,1,0.9
Cust33792,0,0.976
Cust38209,0,0.966
Cust33446,0,0.968
Cust17551,0,0.982
Cust29065,0,0.908
Cust12522,0,0.982
Cust19810,0,0.89
Cust20694,0,0.922
Cust1336,0,0.9640000000000001
Cust16622,0,0.958
Cust38192,0,0.9199999999999999
Cust10070,0,0.924
Cust15372,0,0.8879999999999999
Cust25101,0,0.86
Cust36829,0,0.89
Cust13992,0,0.906
Cust10119,0,0.9100000000000001
Cust18948,0,0.922
Cust32100,0,0.942
Cust22566,1,0.9259999999999999
Cust38298,0,0.96
Cust10922,0,0.984
Cust26942,0,0.8860000000000001
Cust39204,0,0.96
Cust26018,0,0.9059999999999999
Cust24169,0,0.944
Cust15869,0,0.922
Cust24136,0,0.8400000000000001
Cust22828,1,0.9339999999999999
Cust24181,0,0.954
Cust36698,0,0.966
Cust34759,0,0.942
Cust21582,0,0.9720000000000001
Cust29262,0,0.8620000000000001
Cust4563,1,0.9640000000000001
Cust16060,0,0.958
Cust22499,1,0.942
Cust14086,0,0.958
Cust16955,0,0.942
Cust15650,0,0.978
Cust29423,0,0.9620000000000001
Cust10629,0,0.95
Cust35257,0,0.976
Cust20642,0,0.962
Cust17952,1,0.882
Cust5322,1,0.924
Cust23479,0,0.954
Cust39343,0,0.96
Cust13123,0,0.9280000000000002
